"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Gallego-García S.; Ren D.; Gallego-García D.; Pérez-García S.; García-García M.","Gallego-García, Sergio (57211199876); Ren, Diqian (57552932700); Gallego-García, Diego (57328030200); Pérez-García, Salvador (57552932800); García-García, Manuel (59157849400)","57211199876; 57552932700; 57328030200; 57552932800; 59157849400","Dynamic Innovation Information System (DIIS) for a New Management Age","2022","Applied Sciences (Switzerland)","12","13","6592","","","","6","10.3390/app12136592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133565633&doi=10.3390%2fapp12136592&partnerID=40&md5=5f293d7de5ffa98f7f8d52370fb54546","Innovations are essential for global development and market dynamics. Innovation management is central to organizations for gaining adaptability and dynamic capabilities to ensure their sustainability over time. Right decisions are essential for the implementation of innovations. How-ever, on many occasions, especially in the product development process, decisions are taken based on static analysis, qualitative criteria, questionnaires, and/or quantitative evaluations that are outdated. Moreover, many innovation developments do not consider the existing databases in their information systems of similar innovation projects, especially in the early phases of new innovations when evaluations are mainly driven by area, group, or person. Furthermore, inventions are introduced in different regions, plants, and socio-economic situations, providing different results. In this context, considering that innovations shape our current and future world, including all products and services, as well as how humans, organizations, and machines interact, the significance of the paper is clear. Therefore, it is necessary to develop an innovation management model based on the Viable System Model to cope with any potential future environment based on internal organizational capabilities. For this purpose, the paper designs a Digital Ecosystem for the Fourth Industrial Revolution (DE4.0) based on the Plan-Do-Check-Act methodology applicable to any information system consisting of a digital twin, a simulation model, databases from existing information systems, and quality management techniques. This DE4.0 provides a huge advantage for the applicability and scalability of innovations as it allows one to plan, monitor, assess, and improve. Moreover, based on the conceptual model, a generic project evaluation scheme is developed, providing a platform for innovation project management and control during the whole innovation life cycle. As a result, the research provides a scientific and practical contribution for an integrated management of innovations based on the best information and set of techniques available. Based on this framework, a supply-chain case study is developed. The results show how, depending on the intended goals, the past experiences, the evolution of the innovation, and the innovation scope, indicators can be influenced towards reaching the initial goals and reducing the innovation risks. Finally, a discussion about the potential use and role of the DE4.0 for innovation projects and the related learning process is performed. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85133565633"
"Ball P.; Badakhshan E.","Ball, Peter (7201866220); Badakhshan, Ehsan (57222104216)","7201866220; 57222104216","Urban Food Production Digital Twin: Opportunities and Challenges","2023","Smart Innovation, Systems and Technologies","338 SIST","","","331","340","9","3","10.1007/978-981-19-9205-6_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147852025&doi=10.1007%2f978-981-19-9205-6_32&partnerID=40&md5=9278e90a0e1735bfdecf743f314a98b7","Populations are moving to urban locations and, with the rise in automation in both manufacturing systems and agricultural systems, are increasingly detached from where and how food is sourced and processed. The trend has been for larger and more intense production systems to move beyond the urban boundary that have both environmental as well as social consequences. Technological developments in hardware and software are enabling distributed, small scale, efficient, clean production which can be located within urban boundaries. This research has explored how food production in an urban center for local supply can be modeled using a digital twin. The focus is on a vertical, container farm and the supply to local customers using typical manufacturing and supply chain framing. In presenting the modeling capability and results, the paper brings out the challenges of modeling semi-automated production and opportunities for extending the design of the food system to impact on environmental performance. The paper concludes with consideration of wider application and the social and environmental impacts. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","","Conference paper","Final","","Scopus","2-s2.0-85147852025"
"","","","32nd European Safety and Reliability Conference, ESREL 2022","2022","Proceedings of the 32nd European Safety and Reliability Conference, ESREL 2022 - Understanding and Managing Risk and Reliability for a Sustainable Future","","","","","","3414","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208219942&partnerID=40&md5=dc2d9c1ae672f55176a90523f34105f2","The proceedings contain 438 papers. The special focus in this conference is on Safety and Reliability. The topics include: Towards a Harmonized Framework for Vessel Inspection via Remote Techniques; Probabilistic Risk Analysis in the Overhaul of Aero-engines using a combination of Bayesian Networks and Fuzzy Logic aiming at meeting Civil Aviation Agency Regulations and the requirements AS9100 - A Case Study; comparing distributed and integrated Hazard Analysis Environments; influence of Cargo Arrangement on Aircraft Mass Center of Gravity; designing reliable, data-driven maintenance for aircraft systems with applications to the aircraft landing gear brakes; introducing the Structured Exploration of Complex Adaptations to learn from operations in an Air Navigation Service Provider; application of Monte Carlo simulation to the reliability estimation of an experimental Data Communication System; FBG-based optical sensor networks for thermal measurements in aerospace applications; risk Analysis of Unmanned Air Vehicle and Beyond Visual Line of Sight Flights: How Does Systems Thinking Add to the Specific Operations Risk Assessment Method?; estimation of industrial assets ageing and maintenance efficiency with interval censored data; application of industry standards and management commitment to asset management in a petrochemical company; a general framework proposal for modelling complex production systems considering maintenance and operative factors under uncertain. Case study in Mining Industry; managing Asset and Supply Chain Resilience Using A Digital Risk Twin; Exploring how automated technology and advanced driver-assistance systems (ADAS) are taught in the Norwegian driver-training industry. A qualitative study; reliability of fault-tolerant system architectures for automated driving systems; optimizing Multiple Reinsurance Contracts.","","Conference review","Final","","Scopus","2-s2.0-85208219942"
"Ud Din F.; Paul D.","Ud Din, Fareed (55962196300); Paul, David (36173145100)","55962196300; 36173145100","Demystifying xAOSF/AOSR Framework in the Context of Digital Twin and Industry 4.0","2023","Lecture Notes in Networks and Systems","544 LNNS","","","600","610","10","1","10.1007/978-3-031-16075-2_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138256536&doi=10.1007%2f978-3-031-16075-2_44&partnerID=40&md5=54aa72564564265b09bcaff55e1056df","With recent advances in the information revolution, Digital Twin, with its complementary technologies, especially Big Data, Internet of Thing (IoT), Artificial Intelligence (AI) and Multi-Agent Systems (MAS), is becoming the core of novel strategies to maintain sustainability in Industry 4.0 networks and smart manufacturing. Despite the potential advantages of Digital Twin, such as virtual accessibility, remote monitoring, and timely customisation, not all sorts of enterprises have the resources or capabilities to incorporate such an advanced system, particularly Small to Medium size Enterprises (SMEs), due to their volatile nature of Supply Chains (SC). In this context, a Cyber-Physical Systems (CPS)-based, Agent Oriented Smart Factory (xAOSF) framework presents an over-arching SC architecture, with an associated Agent Oriented Storage and Retrieval (AOSR) based warehouse management strategy to help bridge the gap between Industry 4.0 frameworks and SME-oriented setups. This paper presents an approach towards realising the concept of Digital Twin via the xAOSF/AOSR framework, utilising state-of-the-art semantic modelling and analytical industrial tools. An amalgamation of CPS and Big Data Analytics is important to establish an effective Digital Twin to improve system scalability, security, and efficiency. This paper brings attention to this critical intersection and highlights how the xAOSF/AOSR framework can be scaled to implement Digital Twin effectively, which helps in analysing the bottleneck and threshold-states in real-time, especially in manufacturing organisations, which can lead towards full autonomy in an Industry 4.0 environment. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.","","Conference paper","Final","","Scopus","2-s2.0-85138256536"
"An Y.; Han Y.; Xu Y.; Ouyang S.; Zhang M.; Chen S.","An, Yuqiang (57221861616); Han, Yuhang (57899329900); Xu, Yueming (57566792400); Ouyang, Shibo (57240525000); Zhang, Miaohan (57567588400); Chen, Shiyun (57424332100)","57221861616; 57899329900; 57566792400; 57240525000; 57567588400; 57424332100","An Auxiliary Model of Intelligent Logistics Distribution Management for Manufacturing Industry Based on Refined Supply Chain","2023","IEEE Access","11","","","47098","47111","13","5","10.1109/ACCESS.2023.3275010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159803716&doi=10.1109%2fACCESS.2023.3275010&partnerID=40&md5=9b99f62fd16fb47199c5f085e076c498","In the context of Industry 4.0 and based on the demand of digital logistics construction of industrial enterprises, this paper integrates the concept of digital twin into Refined Logistics Supply Chain construction. Considering the constraints of multi-distribution center, heterogeneous vehicle performance, distribution cost, quasi-shipment certificate and humanized management, Refined Logistics Supply Chain System (RLSCS) and cross-regional scheduling optimization model of logistics vehicles with multi-distribution center were established. The designed model can minimize the transportation cost, reduce the transportation time, and improve the vehicle load rate. An adaptive elite honey badger target algorithm based on cubic mapping mechanism (IHBA), is designed to solve the model. Further, performance evaluation by optimizing test functions, the convergence performance of IHBA algorithm was demonstrated. Finally, the simulation experiment is carried out according to the actual business data and it is compared to eight other optimistic algorithms. The experimental results show that the proposed algorithm is more effective and more robust, and the related models and algorithms can provide research basis for industrial products digital supply chain system.  © 2013 IEEE.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159803716"
"Pan C.-L.; Liao H.-T.; Zhang Y.","Pan, Chung-Lien (57216760922); Liao, Han-Teng (57193528319); Zhang, Yuan (57222035126)","57216760922; 57193528319; 57222035126","Knowledge mapping of resilience and human rights in supply chains: A roadmapping taxonomy for twin green and digital transition design","2023","Frontiers in Environmental Science","11","","1152345","","","","3","10.3389/fenvs.2023.1152345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153534941&doi=10.3389%2ffenvs.2023.1152345&partnerID=40&md5=e2fc0a816585ceb33011db371a30f8f4","Supply chain sustainability (SCS) has gone beyond the sustainability-performance approach, towards the increasing adoption of the sustainability-practice approach. The use of digital technologies in this approach can enhance resilience and human rights, particularly in the context of the green and digital twin transition post-COVID-19 pandemic. To enrich the sustainability-practice approach, this paper aims to produce a roadmapping taxonomy, based on knowledge mapping of a dataset collected in late December 2022 from the Web of Science Core Collection. As the knowledge map reveals the dimensions of resilience, human rights, and digital technologies, the proposed taxonomy highlights the importance of dynamic capabilities in facing supply chain disruptions, especially their ripple effects, along with the corresponding digital technologies to enhance human social dynamics in facing such disruptions. The proposed taxonomy provides a knowledge-based framework for professionals and researchers to enhance their understanding of supply chain resilience in designing and implementing digital solutions. The proposed roadmapping taxonomy features a people- and community-centric perspective and several managerial insights, contributing to the wider discussions on the green and digital transformation of the supply chain, by shaping actions and interactions in networked, digitized, and datafied forms to enhance supply chain sustainability. Copyright © 2023 Pan, Liao and Zhang.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85153534941"
"Franke M.; Thoben K.-D.","Franke, Marco (12345099200); Thoben, Klaus-Dieter (6602869023)","12345099200; 6602869023","Interoperable Test Cases to Mediate between Supply Chain’s Test Processes","2022","Information (Switzerland)","13","10","498","","","","3","10.3390/info13100498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140625561&doi=10.3390%2finfo13100498&partnerID=40&md5=88e5114db6c8120f44345de4029bbd1a","Heterogeneous test processes with respect to test script languages are an integral part of the development process of mechatronic systems that are carried out in supply chains. Up to now, test cases are not exchangeable between test processes because interoperability is not given. The developed approach enables the source-to-source compiling of test cases between test script languages. With this, the interoperability of test cases is achieved, and seamless integration within the supply chain is possible. The developed approach uses transcompilers as a baseline. In doing so, an interoperability model for test cases is presented. Based on the interoperability model, a source-to-source compiling for test cases is shown. The outcome is a prototype that handles test script languages, which are different with respect to type safety and applied programming paradigms. The approach ensures that test cases are still understandable and usable for test reports. The evaluation confirms the translation capabilities as well as the readability of the generated test case for the high-lift scenario from aviation. The interoperability of test cases within the supply chain enables the formalisation of procedural test knowledge to be used in a broad range of future scenarios, such as test automation, digital twins and predictive maintenance. © 2022 by the authors.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85140625561"
"Nguyen T.; Duong Q.H.; Nguyen T.V.; Zhu Y.; Zhou L.","Nguyen, Tiep (57217776073); Duong, Quang Huy (57306075200); Nguyen, Truong Van (57210598062); Zhu, You (57188963262); Zhou, Li (57204687859)","57217776073; 57306075200; 57210598062; 57188963262; 57204687859","Knowledge mapping of digital twin and physical internet in Supply Chain Management: A systematic literature review","2022","International Journal of Production Economics","244","","108381","","","","81","10.1016/j.ijpe.2021.108381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120914637&doi=10.1016%2fj.ijpe.2021.108381&partnerID=40&md5=3ba0f6c9bf098b98c36452c1a709bb82","Physical Internet (PI) is an open global logistics system of which components are hyperconnected for increased efficiency and sustainability. Digital twin (DT), referring to the virtual representation of a physical object, is well-perceived as a key driver in the development of PI-based Supply Chain Management (SCM). Due to the capabilities of real-time monitoring and evaluation of large-scale complex systems, significant research efforts have been made to exploit values of PI/DT in SCM. Despite this, the current literature remained largely unstructured and scattered due to a lack of systematic literature reviews to synergise research findings, analyse the evolution of research fronts and extract emerging trends in the field. To address this issue, the paper deploys a bibliometric knowledge mapping approach to provide a bird's eye view of the current research status in the PI/DT-SCM area. Using CiteSpace's keyword co-occurrence network, 518 journal articles are clustered into 10 key research streams on PI/DT applications in: job shop scheduling, smart manufacturing design, PI-based SCM, manufacturing virtualisation, information management, sustainability development, data analytics, manufacturing operations management, simulation and optimisation, and assembly process planning. Based on citation burst rate, keywords representing research frontiers of the PI/DT are detected and their temporal evolutions are discussed. Likewise, some identified emerging research trends are production process and system, robotics, computer architecture, and cost. Finally, seven future research directions are suggested, which emphasise on several PI/DT-related issues, including business ecosystem, sustainability development, SC downstream management, cognitive thinking in Industry 5.0, citizen twin in digital society, and SC resilience. © 2021 Elsevier B.V.","","Article","Final","","Scopus","2-s2.0-85120914637"
"Kamble S.S.; Gunasekaran A.; Parekh H.; Mani V.; Belhadi A.; Sharma R.","Kamble, Sachin S (36864045000); Gunasekaran, Angappa (56238759300); Parekh, Harsh (58453158000); Mani, Venkatesh (56810725100); Belhadi, Amine (57192378881); Sharma, Rohit (57196545771)","36864045000; 56238759300; 58453158000; 56810725100; 57192378881; 57196545771","Digital twin for sustainable manufacturing supply chains: Current trends, future perspectives, and an implementation framework","2022","Technological Forecasting and Social Change","176","","121448","","","","169","10.1016/j.techfore.2021.121448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121967867&doi=10.1016%2fj.techfore.2021.121448&partnerID=40&md5=99f5654ba0f8db91e2240d79b8c3f17c","A digital twin is an integration of virtual and physical systems using disruptive technologies. More precisely, it is a method of developing sustainable, intelligent manufacturing systems for attaining robust quality, reducing time, and customized products using real-time information throughout the product life cycle. This paper presents a systematic literature review of 98 research papers on various digital supply chain twin dimensions with sustainable performance objectives. The selected papers were reviewed and classified into three broad categories: components of the digital twin, applications in the manufacturing supply chain, and sustainability. Based on the review and future perspectives from the study, we suggest that advancements in technologies such as IoT, cloud computing, and blockchain have increased the potential of digital twin applications in the supply chain. The results indicate that a digital supply chain twin should include the things and humans from the entire supply chain and not be restricted to the local manufacturing systems. Based on our review findings, we present a sustainable digital twin implementation framework for supply chains. The proposed framework will guide future practitioners and researchers. © 2021","","Article","Final","","Scopus","2-s2.0-85121967867"
"Lu J.; Xia L.; Zhang H.; Xu M.","Lu, Jianfeng (55547138774); Xia, Luyao (57208528951); Zhang, Hao (57958442400); Xu, Mengying (57217108845)","55547138774; 57208528951; 57958442400; 57217108845","Research and application of manufacturing enterprise digital twin ecosystem; [制造企业数字孪生生态系统研究与应用]","2022","Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS","28","8","","2273","2290","17","5","10.13196/j.cims.2022.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139526347&doi=10.13196%2fj.cims.2022.08.001&partnerID=40&md5=5fddc23d379dc2195f1c10b453a4a043","Many manufacturing enterprises have built digital twin factory for factory planning, simulation optimization and real-time monitoring. However, the single-domain and short-period digital twin system does not fully meet the interaction and cointegration of the physical and information world required by manufacturing companies to implement smart manufacturing. To solve this problem, the concept, population composition and characteristics of the manufacturing enterprise digital twin ecosystem were proposed from the perspective of the construction needs of manufacturing enterprise digital twin system. Combined with digital twin technology, the construction process and method of three population digital twin systems in manufacturing enterprises and the interactive configuration and dynamic evolution process among the three populations were studied. The construction and evolution of the proposed digital twin ecosystem of the manufacturing enterprise was verified by combining the intelligent upgrade case of a hydraulic cylinder factory. It could effectively improve the manufacturing flexibility and intelligence of the manufacturing enterprise and shorten the product development cycle to meet the individual needs of users for high-quality products. © 2022 CIMS. All rights reserved.","","Article","Final","","Scopus","2-s2.0-85139526347"
"Ntamo D.; Lopez-Montero E.; Mack J.; Omar C.; Highett M.I.; Moss D.; Mitchell N.; Soulatintork P.; Moghadam P.Z.; Zandi M.","Ntamo, D. (58126184100); Lopez-Montero, E. (56070881200); Mack, J. (57066305500); Omar, C. (57147795400); Highett, M.I. (58126184200); Moss, D. (58126923600); Mitchell, N. (36100334300); Soulatintork, P. (58126559800); Moghadam, P.Z. (57055674500); Zandi, M. (55887213500)","58126184100; 56070881200; 57066305500; 57147795400; 58126184200; 58126923600; 36100334300; 58126559800; 57055674500; 55887213500","Industry 4.0 in Action: Digitalisation of a Continuous Process Manufacturing for Formulated Products","2022","Digital Chemical Engineering","3","","100025","","","","16","10.1016/j.dche.2022.100025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136923125&doi=10.1016%2fj.dche.2022.100025&partnerID=40&md5=57a83e37651ee54b337b696fd276fb50","The pharmaceutical industry is going through a significant change to adopt smart manufacturing for more integrated supply chains and improved sustainability. Today's competitive market demands have put pressure on healthcare systems to take a comprehensive assessment of the drug life cycle, its environmental effect, industrial use of energy and resources, supply chain, and impact on end-users. The exploitation of emerging Industry 4.0 technologies will allow a sustainable process design and personalised health care system through the realisation of digital twins, which could transform the pharmaceutical sector to be more flexible, robust, adaptive, and smart. A significant level of research and development has been applied to pharmaceutical manufacturing especially in existing, outdated design and scale-up paradigms in isolated unit operations. However, addressing the key challenges in pharmaceutical manufacturing requires whole systems approaches to incorporate Industry 4.0 concepts. This paper aims to share the latest development of an advanced digital twin of a continuous wet granulation and tableting process at The University of Sheffield. These include the delivery of a digital platform consisting of an Advanced Process Control system (APC), mechanistic model platform and industrial IoT platform for data analytics and visualisation. The combined solution aligns with the concepts of Industry 4.0 by providing a digital twin, cloud integration, sophisticated statistical, as well as hybrid and mechanistic models. The models are in turn, used for soft-sensors, Model Predictive Control and Optimisation algorithms to predict and control product Quality Attributes. The potential application of digital twins in the pharmaceutical industry will also be explored. © 2022","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85136923125"
"Radke A.M.; Wuest T.; Romero D.","Radke, Andreas M. (35748670000); Wuest, Thorsten (57210671396); Romero, David (55828150491)","35748670000; 57210671396; 55828150491","Business Processes Digitalization as a Resolution Direction for Digital Operations Challenges in Digital Supply Networks","2022","Proceedings of the Conference on Production Systems and Logistics","","","","693","702","9","0","10.15488/12117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164432721&doi=10.15488%2f12117&partnerID=40&md5=5c7667f12ec7943b95855d187fd90ea8","Supply chain maturity models urge increased collaboration among supply chain participants to achieve sustained competitive advantage through operational end-to-end visibility and transparency. Digital solutions provide the tools and technologies to enable Digital Supply Networks through inter-connectivity among supply network partners. A major challenge in improving digitalized operations is the divergence between ‘official’ business processes that are mapped out with accountabilities assigned and the ‘de facto’ business processes that are executed. During business processes optimization and IT system enhancements, this mismatch between documented versus tribal business processes results often in inefficient, ineffective, and if not addressed early, infeasible digital solutions. In this paper, the authors outline challenges and their root causes by discussing possible resolution directions in the dimensions of organizational change management (e.g., connected customer), IT systems gaps (e.g., composable applications), and common datasets for digital operations and business process mining applications (e.g., digital twins). © 2022, Publish-Ing in cooperation with TIB - Leibniz Information Centre for Science and Technology University Library. All rights reserved.","","Conference paper","Final","","Scopus","2-s2.0-85164432721"
"Marmolejo-Saucedo J.A.","Marmolejo-Saucedo, Jose Antonio (57204678532)","57204678532","Digital Twin Framework for Large-Scale Optimization Problems in Supply Chains: A Case of Packing Problem","2022","Mobile Networks and Applications","27","5","","2198","2214","16","14","10.1007/s11036-021-01856-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120679636&doi=10.1007%2fs11036-021-01856-9&partnerID=40&md5=51820ee7e1d2dbc4e6fff6747645738b","The development of new information technologies at the beginning of the 21st century allows the integration between the physical and the virtual world. In Engineering, an emerging technology called digital twins is presented as the mechanism to virtualize the operation of devices, machines and processes. In industrial engineering and specifically in supply chains there is a growing interest in the development of digital twins. For this reason, this paper proposes the integration of large-scale optimization problems in a digital platform that allows the solution of these problems for decision-making in real time. Bin-Packing and Vehicle Routing problems are addressed through the interface of a commercial supply chain management platform and heuristic optimization algorithms. We use technology based on simulation of discrete events to achieve the periodic decisions that make up the Digital Supply ChainTwin engine. A hypothetical case solution is presented to verify the performance of the proposed development. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","","Article","Final","","Scopus","2-s2.0-85120679636"
"Tiwari R.R.; Vishnu R.; Sridharan R.; Kumar P.N.R.","Tiwari, Ronak R. (58944539400); Vishnu, R. (59009593000); Sridharan, R. (7005923110); Kumar, P. N. Ram (57189310338)","58944539400; 59009593000; 7005923110; 57189310338","Digital Twins, Stress Tests, and the Need for Resilient Supply Chains","2022","Encyclopedia of Data Science and Machine Learning","","","","3012","3027","15","0","10.4018/978-1-7998-9220-5.ch180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188115350&doi=10.4018%2f978-1-7998-9220-5.ch180&partnerID=40&md5=84f0b587f52232ace372dcf11cd94145","Supply Chain 4.0 strongly stresses on the viability of supply chains. A viable supply chain is one that is agile, resilient, and sustainable. This article focuses on the resilience aspect of supply chains. The article starts with a brief introduction to the term ‘digital twin' and how it can help supply chains of the future. The next section begins with an application of digital twin in conducting ‘stress tests' on supply chains and challenges associated with doing that. The last section describes the ideas of stress tests and digital twins as important enablers for building resilience in supply chains. Finally, the article concludes with a discussion on directions for future research and some recent metrics to quantify the resilience of a supply chain. © 2023 by IGI Global. All rights reserved.","","Book chapter","Final","","Scopus","2-s2.0-85188115350"
"Liao L.; Zhou K.; Fan C.; Ma Y.","Liao, Longhui (56196507700); Zhou, Kaixin (57487697300); Fan, Cheng (56102445200); Ma, Yuanyuan (58404237500)","56196507700; 57487697300; 56102445200; 58404237500","Evaluation of Complexity Issues in Building Information Modeling Diffusion Research","2022","Sustainability (Switzerland)","14","5","3005","","","","12","10.3390/su14053005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126322550&doi=10.3390%2fsu14053005&partnerID=40&md5=b4320f6cdba21d49ca30e93b5c9a2ad3","This study aimed to ascertain the research status of complexity issues in building information modeling (BIM) diffusion and identify future research directions in this field. A total of 366 relevant journal articles were holistically evaluated. The visualization analysis indicated that management aspects, emergent trends (such as green building, facility management, and automation), and theme clusters (such as interoperability, waste management, laser scanning, stakeholder manage-ment, and energy efficiency) are shaping BIM research towards complexity. Areas such as supply chain, cost, digital twin, and web are also essential. The manual qualitative evaluation classified the complexity issues in BIM diffusion research into three types (complexities of network-based BIM evolution, impact of BIM adoption circumstances, and BIM-based complexity reduction for informed decision making). It was concluded that BIM has been shifting towards information models and systems-based life cycle management, waste control for healthy urban environments, and complex data analysis from a big data perspective, not only in building projects but also in heritage and infrastructure, or at the city scale, for informed decision making and automatic responses. Future research should investigate the co-evolution between collaborative networks and BIM artefacts and work processes, quality improvement of BIM-based complex networks, BIM post-adoption behaviors influenced by complex environmental contexts, and BIM-based complexity reduction approaches. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85126322550"
"","","","31st International Conference on Flexible Automation and Intelligent Manufacturing, FAIM 2022","2023","Lecture Notes in Mechanical Engineering","","","","","","412","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141857557&partnerID=40&md5=60235c0cffcdd5bdaae630e6e555a88d","The proceedings contain 39 papers. The special focus in this conference is on Flexible Automation and Intelligent Manufacturing. The topics include: Application of ARIMA-LSTM for Manufacturing Decarbonization Using 4IR Concepts; online Path Planning in a Multi-agent-Controlled Manufacturing System; assessing Visual Identification Challenges for Unmarked and Similar Aircraft Components; projecting Product-Aware Cues as Assembly Intentions for Human-Robot Collaboration; Online Quality Inspection Approach for Submerged Arc Welding (SAW) by Utilizing IR-RGB Multimodal Monitoring and Deep Learning; detachable, Low-Cost Tool Holder for Grippers in Human-Robot Interaction; Intelligent Robotic Arm Path Planning (IRAP2) Framework to Improve Work Safety in Human-Robot Collaboration (HRC) Workspace Using Deep Deterministic Policy Gradient (DDPG) Algorithm; a Conceptual Framework of a Digital-Twin for a Circular Meat Supply Chain; assessment of High Porosity Lattice Structures for Lightweight Applications; a Mathematical Model for Cloud-Based Scheduling Using Heavy Traffic Limit Theorem in Queuing Process; approach for Evaluating Changeable Production Systems in a Battery Module Production Use Case; cost-Minimal Selection of Material Supply Strategies in Matrix Production Systems; assessment of Ergonomics Risk Experienced by Welding Workers in a Rail Component Manufacturing Organization; a Survey of Smart Manufacturing for High-Mix Low-Volume Production in Defense and Aerospace Industries; feasibility Analysis of Safety Training in Human-Robot Collaboration Scenario: Virtual Reality Use Case; Energy Efficiency for Manufacturing Using PV, FSC, and Battery-Super Capacitor Design to Enhance Sustainable Clean Energy Load Demand; the Impact of Learning Factories on Teaching Lean Principles in an Assembly Environment; Generation of Synthetic AI Training Data for Robotic Grasp-Candidate Identification and Evaluation in Intralogistics Bin-Picking Scenarios; AI-Based Engineering and Production Drawing Information Extraction; preface.","","Conference review","Final","","Scopus","2-s2.0-85141857557"
"","","","2nd International Conference Innovation in Engineering, ICIE 2022","2023","Lecture Notes in Mechanical Engineering","","","","","","316","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135184656&partnerID=40&md5=9ed1a57a33bf6e4f67b203a60e357977","The proceedings contain 25 papers. The special focus in this conference is on Innovation in Engineering. The topics include: Production Process Stability: The Advantages of Going Beyond Qualitative Analysis; using Simulation to Cell Design; sectorization of a Parcel Delivery Service; decision Making Models for Sustainable Supply Chain in Industry 4.0: Opportunities and Future Research Agenda; value Measurement in Health Care Delivery Process for a Paediatric Hospital in Guinea-Bissau; meteorological Time Series: An Exploratory Statistical and Critical Analysis; beneficiaries of Social Disability Pension in Small Municipalities in the Northern Region of Portugal: Application of Cluster Analysis in the Identification of Potential Causes; modelling and Analysing Product Development Processes in the Textile and Clothing Industry; a Digital Twin Platform-Based Approach to Product Lifecycle Management: Towards a Transformer 4.0; improvement of Internal Transport with the Use of Milk Run Concept; reducing Environmental Impact Using Vehicle Route Planning; benefits of University-Industry R&D Collaborations: A Systematic Literature Review; Facility Layout Design in Textile MSMEs. Literature Review of Resilient Indicators; financial Inclusion Through Digital Banking: The case of Peru; The Influence of COVID-19 on the Hospital Supply Chain – The Case of Portuguese NHS; value Creation in Technology Service Ecosystems - An Empirical Case Study; industry 4.0 Technologies for the Sustainable Management of Maintenance Resources; redesign of the Internal Logistics System of a Textile Supplier for the Automotive Industry; SAPEVO-H2 a Multi-criteria Approach Based on Hierarchical Network: Analysis of Aircraft Systems for Brazilian Navy; firefly and Cuckoo Search Algorithm for Scheduling Problems: A Performance Analysis; power Series and Inequalities on the Parameters of a Strongly Regular Graph; preface.","","Conference review","Final","","Scopus","2-s2.0-85135184656"
